#,NUMERO,STATUS,ED,DESCRICAO,,,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
14346,39003,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,DIGERAL,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14347,39004,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SECOM,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 26 - SECOM - SEÇÃO DE GERENCIAMENTO DA COMUNICAÇÃO SOCIAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14348,39005,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SELAB,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 85 - SALA DOS TÉCNICOS EM ALIMENTOS (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
14349,39006,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,COALO,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 02 - COADINF - COORDENAÇÃO DE ADMINISTRAÇÃO E INFRAESTRUTURA (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14350,39007,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SELAB,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 93 - LABORATÓRIO DE INFORMATICA APLICADA A MINERAÇÃO (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
14351,39008,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SELABI,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14352,39009,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,COALO,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 123 - COADINF (MCP-CAMPUS MACAPÁ-BLOCO GARAGEM),Bom
14353,39010,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SERESC,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 21 - SERESC - SEÇÃO DE GERENCIAMENTO DE REGISTROS ESCOLAR E ACADÊMICO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14354,39011,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SERESC,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 21 - SERESC - SEÇÃO DE GERENCIAMENTO DE REGISTROS ESCOLAR E ACADÊMICO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14355,39012,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,COTECGEOP,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 15 - COORD. DO CURSO DE PÓS-GRADUAÇÃO STRICTO SENSU - PROFEPET (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14356,39013,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SERESC,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 21 - SERESC - SEÇÃO DE GERENCIAMENTO DE REGISTROS ESCOLAR E ACADÊMICO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14588,39622,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SEBEM,MCP,465.00,465.00,443,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
14589,39623,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SELABI,MCP,465.00,465.00,443,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14590,39624,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SEBEM,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
14591,39625,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SELABI,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14592,39626,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,MCP,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14593,39627,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,MCP,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14594,39628,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SELABI,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14595,39629,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SELABI,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14596,39630,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SEBEM,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
14597,39631,Ativo,35,"NOBREAK DE 1200 VA, KSB - 1200BS. MARCA KVA",,,SELABI,MCP,465.00,465.00,444,,30/09/2019,08/10/2019,CR ENERGIA E INFORMÁTICA EIRELI - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14608,39889,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,731M813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14609,39890,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72SJ813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14610,39891,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72WQ813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14611,39892,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,733P813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14612,39893,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,732K813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14613,39894,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72YN813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14614,39895,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72SK813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14615,39896,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72XP813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14616,39897,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72TM813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14617,39898,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,730N813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14618,39899,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,735L813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14619,39900,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72RP813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14620,39901,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,735R813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14621,39902,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,732Q813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14622,39903,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,736R813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14623,39904,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72RM813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14624,39905,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72WJ813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14625,39906,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72TJ813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14626,39907,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENTERPRISE EDITION 3A, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184092385",,,SELABI,MCP,6360.00,6360.00,1609913,72RM813,20/02/2020,11/03/2020,DELL COMPUTADORES DO BRASIL LTDA,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
